,brand,device_name,model,color,ram,rom,is_5g,processor_brand,processor,display_size,frontcamera,backcamera,battery,price,ratings
386,Realme,Realme P2 Pro 5G , P2 Pro 5G ,Parrot Green,12,256,True,Snapdragon,Snapdragon 7s Gen2 ,6.7 , 32MP ,50MP + 8MP ,5200,21999,4885
387,Google,Google Pixel 7a , Pixel 7a ,Coral,8,128,False,Unisoc,Unisoc Tensor G2 ,6.1 , 13MP ,64MP (OIS) + 13MP ,4300,31999,25452
388,Redmi,Redmi 13C 5G , 13C 5G ,Starlight Black,4,128,True,Mediatek,Mediatek Dimensity 6100+ ,6.74 , 5MP ,50MP Rear Camera ,5000,9999,39303
389,Redmi,Redmi 13C 5G , 13C 5G ,Startrail Green,4,128,True,Mediatek,Mediatek Dimensity 6100+ ,6.74 , 5MP ,50MP Rear Camera ,5000,9999,39303
390,Realme,Realme C65 5G , C65 5G ,Glowing Black,8,128,True,Mediatek,Mediatek Dimensity 6300 ,6.67 , 8MP ,50MP Rear Camera ,5000,12331,850
391,Vivo,Vivo V30 Pro 5G , V30 Pro 5G ,Classic Black,8,256,True,Mediatek,Mediatek Dimensity 8200 5G ,6.78 , 50MP ,50MP + 50MP + 50MP ,5000,34999,5840
393,Poco,Poco X7 5G , X7 5G ,Glacier Green,8,128,True,Mediatek,Mediatek Dimensity 7300 Ultra ,6.67 , 20MP ,50MP + 8MP + 2MP ,5500,21999,540
394,Samsung,Samsung Galaxy A05 , Galaxy A05 ,Light Green,4,64,False,Mediatek,Mediatek Helio G85 ,6.74 , 8MP ,50MP + 2MP ,5000,7109,372
395,Redmi,Redmi Note 13 Pro+ 5G , Note 13 Pro+ 5G ,Fusion Purple,12,512,True,Mediatek,Mediatek Dimensity 7200 Ultra 5G ,6.67 , 16MP ,200MP (OIS) + 8MP + 2MP ,5000,28999,10013
396,Redmi,Redmi A3 , A3 ,Midnight Black,4,128,False,Mediatek,Mediatek Helio G36 ,6.71 , 5MP ,8MP Rear Camera ,5000,7391,1643
399,Samsung,Samsung Galaxy A05 , Galaxy A05 ,Black,4,64,False,Mediatek,Mediatek Helio G85 ,6.74 , 8MP ,50MP + 2MP ,5000,9999,372
400,Realme,Realme C65 5G , C65 5G ,Feather Green,6,128,True,Mediatek,Mediatek Dimensity 6300 ,6.67 , 8MP ,50MP Rear Camera ,5000,11465,11419
401,Vivo,Vivo V30 5G , V30 5G ,Classic Black,12,256,True,Snapdragon,Snapdragon 7 Gen 3 ,6.78 , 50MP ,50MP + 50MP ,5000,34999,1115
403,Vivo,Vivo V30 5G , V30 5G ,Classic Black,8,256,True,Snapdragon,Snapdragon 7 Gen 3 ,6.78 , 50MP ,50MP + 50MP ,5000,32990,7570
404,Samsung,Samsung Galaxy A15 5G , Galaxy A15 5G ,Blue Black,8,128,True,Mediatek,Mediatek Dimensity 6100+ ,6.5 , 13MP ,50MP + 5MP + 2MP ,5000,15999,3431
405,Oppo,Oppo Reno13 5G , Reno13 5G ,Ivory White,8,128,True,Mediatek,Mediatek Dimensity 8350 ,6.59 , 50MP ,50MP + 8MP + 2MP ,5600,37999,727
406,Infinix,Infinix Note 40 Pro+ 5G , Note 40 Pro+ 5G ,Obsidian Black,12,256,True,Mediatek,Mediatek Dimensity 7020 ,6.78 , 32MP ,108MP (OIS) + 2MP + 2MP ,4600,21999,3681
407,Redmi,Redmi 13C 5G , 13C 5G ,Startrail Green,6,128,True,Mediatek,Mediatek Dimensity 6100+ ,6.74 , 5MP ,50MP Rear Camera ,5000,11299,32765
409,Redmi,Redmi Note 13 5G , Note 13 5G ,Stealth Black,12,256,True,Mediatek,Mediatek Dimensity 6080 ,6.67 , 16MP ,108MP + 2MP ,5000,17499,6107
410,Realme,Realme P2 Pro 5G , P2 Pro 5G ,Parrot Green,12,256,True,Snapdragon,Snapdragon 7s Gen2 ,6.7 , 32MP ,50MP + 8MP ,5200,21999,4885
412,Redmi,Redmi Note 13 5G , Note 13 5G ,Stealth Black,6,128,True,Mediatek,Mediatek Dimensity 6080 ,6.67 , 16MP ,108MP + 2MP ,5000,14999,27310
413,Vivo,Vivo V30 5G , V30 5G ,Andaman Blue,12,256,True,Snapdragon,Snapdragon 7 Gen 3 ,6.78 , 50MP ,50MP + 50MP ,5000,34999,1115
414,Vivo,Vivo V30 5G , V30 5G ,Classic Black,8,128,True,Snapdragon,Snapdragon 7 Gen 3 ,6.78 , 50MP ,50MP + 50MP ,5000,29999,7570
415,Redmi,Redmi 13C 5G , 13C 5G ,Startrail Green,6,128,True,Mediatek,Mediatek Dimensity 6100+ ,6.74 , 5MP ,50MP Rear Camera ,5000,11299,32765
416,Poco,Poco F6 5G , F6 5G ,Titanium,12,512,True,Snapdragon,Snapdragon 8s Gen3 ,6.67 , 20MP ,50MP (OIS) + 8MP ,5000,33999,5719
417,Infinix,Infinix Note 40 Pro+ 5G , Note 40 Pro+ 5G ,Obsidian Black,12,256,True,Mediatek,Mediatek Dimensity 7020 ,6.78 , 32MP ,108MP (OIS) + 2MP + 2MP ,4600,21999,3681
418,Realme,Realme GT 6 , GT 6 ,Fluid Silver,8,256,False,Snapdragon,Snapdragon 8s Gen 3 Mobile Platform ,6.78 , 32MP ,50MP + 8MP + 50MP ,5500,34999,1924
419,Realme,Realme GT 6 , GT 6 ,Razor Green,12,256,False,Snapdragon,Snapdragon 8s Gen 3 Mobile Platform ,6.78 , 32MP ,50MP + 8MP + 50MP ,5500,42999,879
420,Iqoo,Iqoo Z9S 5G , Z9S 5G ,Titanium Matte,12,256,True,Unisoc,Unisoc Mediatek MediaTek Dimensity 7300 5G ,6.77 , 2MP Dual ,50MP + 50MP ,5500,24639,134
422,Redmi,Redmi A3 , A3 ,Midnight Black,4,128,False,Mediatek,Mediatek Helio G36 ,6.71 , 5MP ,8MP Rear Camera ,5000,7391,1643
423,Google,Google Pixel 7a , Pixel 7a ,Snow,8,128,False,Unisoc,Unisoc Tensor G2 ,6.1 , 13MP ,64MP (OIS) + 13MP ,4300,31999,25452
424,Samsung,Samsung Galaxy A55 5G , Galaxy A55 5G ,Awesome Iceblue,8,256,True,Exynos, Exynos 1480 ,6.6 , 32MP ,50MP + 12MP + 5MP ,5000,36999,986
425,Oppo,Oppo A3x 5G , A3x 5G ,Starry Purple,4,64,True,Mediatek,Mediatek Dimensity 6300 ,6.67 , 5MP ,8MP Rear Camera ,5100,11499,1454
426,Oppo,Oppo A3x 5G , A3x 5G ,Starlight White,4,64,True,Mediatek,Mediatek Dimensity 6300 ,6.67 , 5MP ,8MP Rear Camera ,5100,11499,1454
427,Samsung,Samsung Galaxy A14 5G , Galaxy A14 5G ,Black,4,128,True,Exynos,Exynos 1330 ,6.6 , 13MP ,50MP + 2MP ,5000,10499,40391
428,Infinix,Infinix HOT 40i , HOT 40i ,Starfall Green,8,256,False,Unisoc,Unisoc T606 ,6.6 , 32MP ,50MP + AI Lens ,5000,9999,21586
429,Infinix,Infinix HOT 40i , HOT 40i ,Horizon Gold,8,256,False,Unisoc,Unisoc T606 ,6.6 , 32MP ,50MP + AI Lens ,5000,9999,21586
430,Redmi,Redmi 14C 5G , 14C 5G ,Stargaze Black,4,64,True,Snapdragon,Snapdragon 4 Gen 2 5G ,6.88 , 8MP ,50MP Rear Camera ,5160,9999,152
431,Realme,Realme 13+ 5G , 13+ 5G ,Victory Gold,8,256,True,Mediatek,Mediatek Dimensity 7300 Energy ,6.67 , 16MP ,50MP + 2MP ,5000,21499,1821
433,Realme,Realme P1 Pro 5G , P1 Pro 5G ,Parrot Blue,8,256,True,Snapdragon,Snapdragon 6 Gen 1 ,6.7 , 16MP ,50MP + 8MP ,5000,16999,28859
434,Redmi,Redmi 13C 5G , 13C 5G ,Startrail Silver,6,128,True,Mediatek,Mediatek Dimensity 6100+ ,6.74 , 5MP ,50MP Rear Camera ,5000,11299,32765
436,Realme,Realme P2 Pro 5G , P2 Pro 5G ,Parrot Green,12,256,True,Snapdragon,Snapdragon 7s Gen2 ,6.7 , 32MP ,50MP + 8MP ,5200,21999,4885
437,Infinix,Infinix Note 40 5G , Note 40 5G ,Obsidian Black,8,256,True,Mediatek,Mediatek Dimensity 7020 ,6.78 , 32MP ,108MP + 2MP + 2MP ,5000,15999,8021
438,Samsung,Samsung Galaxy A16 5G , Galaxy A16 5G ,Blue Black,8,256,True,Mediatek,Mediatek Dimensity 6300 ,6.7 , 13MP ,50MP + 5MP + 2MP ,5000,19730,875
439,Samsung,Samsung Galaxy A16 5G , Galaxy A16 5G ,Gold,6,128,True,Mediatek,Mediatek Dimensity 6300 ,6.7 , 13MP ,50MP + 5MP + 2MP ,5000,16499,198
440,Oppo,Oppo Reno 12 Pro 5G , Reno 12 Pro 5G ,Manish Malhotra Limited Edition,12,256,True,Mediatek,Mediatek Dimensity 7300 Energy ,6.7 , 50MP ,50MP + 8MP + 50MP ,5000,36999,4176
441,Poco,Poco M7 Pro 5G , M7 Pro 5G ,Olive Twilight,8,256,True,Mediatek,Mediatek Dimensity 7025 Ultra ,6.67 , 20MP ,50MP + 2MP ,5110,16999,1100
442,Redmi,Redmi Note 13 5G , Note 13 5G ,Chromatic Purple,8,256,True,Mediatek,Mediatek Dimensity 6080 ,6.67 , 16MP ,108MP + 2MP ,5000,16999,14985
443,Realme,Realme 12 Pro+ 5G , 12 Pro+ 5G ,Submarine Blue,8,128,True,Snapdragon,Snapdragon 7s Gen 2 ,6.7 , 32MP ,50MP + 8MP + 64MP ,5000,29999,25348
444,Redmi,Redmi 14C 5G , 14C 5G ,Stardust Purple,4,64,True,Snapdragon,Snapdragon 4 Gen 2 5G ,6.88 , 8MP ,50MP Rear Camera ,5160,9999,152
446,Oppo,Oppo F27 Pro+ , F27 Pro+ ,Dusk Pink,8,128,False,Mediatek,Mediatek Dimensity 7050 ,6.7 , 8MP ,64MP + 2MP ,5000,25999,3684
447,Realme,Realme P1 Pro 5G , P1 Pro 5G ,Phoenix Red,12,256,True,Snapdragon,Snapdragon 6 Gen 1 ,6.7 , 16MP ,50MP + 8MP ,5000,17999,6034
448,Samsung,Samsung Galaxy F15 5G , Galaxy F15 5G ,Groovy Violet,6,128,True,Unisoc,Unisoc Mediatek MediaTek Dimensity 6100+ ,6.5 , 13MP ,50MP + 5MP + 2MP ,6000,13499,30102
449,Realme,Realme 13 Pro+ 5G , 13 Pro+ 5G ,Emerald Green,12,256,True,Snapdragon,Snapdragon 7s Gen2 ,6.7 , 32MP ,50MP + 8MP + 50MP ,5200,27999,5678
450,Oppo,Oppo Reno13 Pro 5G , Reno13 Pro 5G ,Graphite Grey,12,512,True,Mediatek,Mediatek Dimensity 8350 ,6.83 , 50MP ,50MP + 50MP + 8MP ,5800,54999,237
451,Vivo,Vivo Y300 5G , Y300 5G ,Emerald Green,8,128,True,Snapdragon,Snapdragon 4 Gen 2 ,6.67 , 32MP ,50MP + 2MP ,5000,21999,931
452,Vivo,Vivo Y300 5G , Y300 5G ,Phantom Purple,8,128,True,Snapdragon,Snapdragon 4 Gen 2 ,6.67 , 32MP ,50MP + 2MP ,5000,21999,931
453,Vivo,Vivo Y300 5G , Y300 5G ,Emerald Green,8,256,True,Snapdragon,Snapdragon 4 Gen 2 ,6.67 , 32MP ,50MP + 2MP ,5000,23999,931
454,Vivo,Vivo Y300 5G , Y300 5G ,Phantom Purple,8,256,True,Snapdragon,Snapdragon 4 Gen 2 ,6.67 , 32MP ,50MP + 2MP ,5000,23999,931
456,Realme,Realme P2 Pro 5G , P2 Pro 5G ,Parrot Green,12,256,True,Snapdragon,Snapdragon 7s Gen2 ,6.7 , 32MP ,50MP + 8MP ,5200,21999,4885
457,Redmi,Redmi 14C 5G , 14C 5G ,Stardust Purple,4,64,True,Snapdragon,Snapdragon 4 Gen 2 5G ,6.88 , 8MP ,50MP Rear Camera ,5160,9999,152
458,Samsung,Samsung Galaxy A16 5G , Galaxy A16 5G ,Gold,6,128,True,Mediatek,Mediatek Dimensity 6300 ,6.7 , 13MP ,50MP + 5MP + 2MP ,5000,16499,198
459,Realme,Realme P1 Pro 5G , P1 Pro 5G ,Phoenix Red,12,256,True,Snapdragon,Snapdragon 6 Gen 1 ,6.7 , 16MP ,50MP + 8MP ,5000,17999,6034
460,Redmi,Redmi Note 13 Pro+ 5G , Note 13 Pro+ 5G ,Fusion Purple,12,256,True,Mediatek,Mediatek Dimensity 7200 Ultra 5G ,6.67 , 16MP ,200MP (OIS) + 8MP + 2MP ,5000,26999,10013
461,Google,Google Pixel 9 , Pixel 9 ,Peony,12,256,False,Unisoc,Unisoc Google Tensor G4 ,6.3 , 10.5MP ,50MP + 48MP ,4700,74999,2040
462,Motorola,Motorola Edge 50 Ultra 5G , Edge 50 Ultra 5G ,Peach Fuzz,12,512,True,Snapdragon,Snapdragon 8s Gen 3 Mobile Platform ,6.7 , 50MP ,50MP + 50MP + 64MP ,4500,49999,2123
463,Oppo,Oppo F27 Pro+ , F27 Pro+ ,Dusk Pink,8,128,False,Mediatek,Mediatek Dimensity 7050 ,6.7 , 8MP ,64MP + 2MP ,5000,25999,3684
464,Vivo,Vivo X200 Pro 5G , X200 Pro 5G ,Cosmos Black,16,512,True,Mediatek,Mediatek Dimensity 9400 ,6.78 , 32MP ,50MP + 50MP + 200MP ,6000,94999,484
466,Samsung,Samsung Galaxy A55 5G , Galaxy A55 5G ,Awesome Navy,8,256,True,Exynos, Exynos 1480 ,6.6 , 32MP ,50MP + 12MP + 5MP ,5000,34499,986
467,Samsung,Samsung Galaxy S25 Ultra 5G , Galaxy S25 Ultra 5G ,Titanium Whitesilver,12,512,True,Snapdragon,Snapdragon 8 Elite for Galaxy ,6.9 , 12MP ,200MP + 50MP + 50MP + 10MP ,5000,129999,931
468,Vivo,Vivo Y300 5G , Y300 5G ,Titanium Silver,8,128,True,Snapdragon,Snapdragon 4 Gen 2 ,6.67 , 32MP ,50MP + 2MP ,5000,21999,2340
469,Poco,Poco M7 Pro 5G , M7 Pro 5G ,Lunar Dust,6,128,True,Mediatek,Mediatek Dimensity 7025 Ultra ,6.67 , 20MP ,50MP + 2MP ,5110,13999,931
470,Vivo,Vivo Y300 5G , Y300 5G ,Emerald Green,8,256,True,Snapdragon,Snapdragon 4 Gen 2 ,6.67 , 32MP ,50MP + 2MP ,5000,23999,443
472,Realme,Realme 13+ 5G , 13+ 5G ,Victory Gold,12,256,True,Mediatek,Mediatek Dimensity 7300 Energy ,6.67 , 16MP ,50MP + 2MP ,5000,23999,177
473,Realme,Realme 13+ 5G , 13+ 5G ,Speed Green,12,256,True,Mediatek,Mediatek Dimensity 7300 Energy ,6.67 , 16MP ,50MP + 2MP ,5000,23999,33123
474,Motorola,Motorola Edge 50 Pro 5G with 68W Charger , Edge 50 Pro 5G with 68W Charger ,Black Beauty,8,256,True,Snapdragon,Snapdragon 7 Gen 3 Mobile Platform ,6.7 , 50MP ,50MP + 13MP + 10MP ,4500,27999,237
475,Oppo,Oppo Reno13 Pro 5G , Reno13 Pro 5G ,Mist Lavender,12,512,True,Mediatek,Mediatek Dimensity 8350 ,6.83 , 50MP ,50MP + 50MP + 8MP ,5800,54999,5492
476,Realme,Realme 13 Pro 5G , 13 Pro 5G ,Monet Purple,8,128,True,Snapdragon,Snapdragon 7s Gen2 ,6.7 , 32MP ,50MP + 8MP + 2MP ,5200,26999,16089
477,Redmi,Redmi Note 13 Pro+ 5G , Note 13 Pro+ 5G ,Fusion Purple,8,256,True,Mediatek,Mediatek Dimensity 7200 Ultra 5G ,6.67 , 16MP ,200MP (OIS) + 8MP + 2MP ,5000,24999,4015
478,Samsung,Samsung Galaxy A35 5G , Galaxy A35 5G ,Awesome Iceblue,8,256,True,Exynos, Exynos 1380 ,6.6 , 13MP ,50MP + 8MP + 5MP ,5000,28999,14985
479,Redmi,Redmi Note 13 5G , Note 13 5G ,Chromatic Purple,8,256,True,Mediatek,Mediatek Dimensity 6080 ,6.67 , 16MP ,108MP + 2MP ,5000,16999,0
480,Realme,Realme P2 Pro 5G , P2 Pro 5G ,Parrot Green,12,256,True,Snapdragon,Snapdragon 7s Gen2 ,6.7 , 32MP ,50MP + 8MP ,5200,21999,4885
481,Redmi,Redmi Note 13 Pro+ 5G , Note 13 Pro+ 5G ,Fusion Purple,8,256,True,Mediatek,Mediatek Dimensity 7200 Ultra 5G ,6.67 , 16MP ,200MP (OIS) + 8MP + 2MP ,5000,24999,16089
482,Samsung,Samsung Galaxy A35 5G , Galaxy A35 5G ,Awesome Iceblue,8,256,True,Exynos, Exynos 1380 ,6.6 , 13MP ,50MP + 8MP + 5MP ,5000,28999,4015
483,Google,Google Pixel 8 , Pixel 8 ,Hazel,8,128,False,Unisoc,Unisoc Tensor G3 ,6.2 , 10.5MP ,50MP + 12MP ,4575,48999,16842
484,Google,Google Pixel 9 Pro , Pixel 9 Pro ,Hazel,16,256,False,Unisoc,Unisoc G4 Tensor Chip ,6.3 , 42MP ,50MP + 48MP + 48MP ,4700,109999,252
485,Realme,Realme 12 Pro+ 5G , 12 Pro+ 5G ,Navigator Beige,12,256,True,Snapdragon,Snapdragon 7s Gen 2 ,6.7 , 32MP ,50MP + 8MP + 64MP ,5000,26999,13370
489,Realme,Realme P1 Pro 5G , P1 Pro 5G ,Parrot Blue,12,256,True,Snapdragon,Snapdragon 6 Gen 1 ,6.7 , 16MP ,50MP + 8MP ,5000,17999,6034
490,Samsung,Samsung Galaxy S23 5G , Galaxy S23 5G ,Green,8,128,True,Snapdragon, Snapdragon 8 Gen 2 ,6.1 , 12MP ,50MP + 10MP + 12MP ,3900,39999,70672
492,Samsung,Samsung Galaxy S25 Ultra 5G , Galaxy S25 Ultra 5G ,Titanium Black,12,512,True,Snapdragon,Snapdragon 8 Elite for Galaxy ,6.9 , 12MP ,200MP + 50MP + 50MP + 10MP ,5000,129999,25348
493,Realme,Realme 12 Pro+ 5G , 12 Pro+ 5G ,Explorer Red,8,256,True,Snapdragon,Snapdragon 7s Gen 2 ,6.7 , 32MP ,50MP + 8MP + 64MP ,5000,24999,447811
494,Vivo,Vivo T2x 5G , T2x 5G ,Aurora Gold,6,128,True,Mediatek,Mediatek Dimensity 6020 ,6.58 , 8MP ,50MP + 2MP ,5000,12999,741
497,Poco,Poco X7 5G , X7 5G ,Glacier Green,8,256,True,Mediatek,Mediatek Dimensity 7300 Ultra ,6.67 , 20MP ,50MP + 8MP + 2MP ,5500,23999,14985
498,Redmi,Redmi Note 13 5G , Note 13 5G ,Arctic White,8,256,True,Mediatek,Mediatek Dimensity 6080 ,6.67 , 16MP ,108MP + 2MP ,5000,16999,6107
499,Redmi,Redmi Note 13 5G , Note 13 5G ,Arctic White,12,256,True,Mediatek,Mediatek Dimensity 6080 ,6.67 , 16MP ,108MP + 2MP ,5000,17499,5678
500,Realme,Realme 13 Pro+ 5G , 13 Pro+ 5G ,Monet Purple,12,256,True,Snapdragon,Snapdragon 7s Gen2 ,6.7 , 32MP ,50MP + 8MP + 50MP ,5200,27999,198
501,Samsung,Samsung Galaxy A16 5G , Galaxy A16 5G ,Light Green,6,128,True,Mediatek,Mediatek Dimensity 6300 ,6.7 , 13MP ,50MP + 5MP + 2MP ,5000,14543,28859
502,Realme,Realme P1 Pro 5G , P1 Pro 5G ,Phoenix Red,8,128,True,Snapdragon,Snapdragon 6 Gen 1 ,6.7 , 16MP ,50MP + 8MP ,5000,15999,484
503,Vivo,Vivo X200 Pro 5G , X200 Pro 5G ,Titanium Grey,16,512,True,Mediatek,Mediatek Dimensity 9400 ,6.78 , 32MP ,50MP + 50MP + 200MP ,6000,94999,0
504,Vivo,Vivo T2x 5G , T2x 5G ,Aurora Gold,6,128,True,Mediatek,Mediatek Dimensity 6020 ,6.58 , 8MP ,50MP + 2MP ,5000,12999,447811
505,Realme,Realme 12 Pro+ 5G , 12 Pro+ 5G ,Explorer Red,8,256,True,Snapdragon,Snapdragon 7s Gen 2 ,6.7 , 32MP ,50MP + 8MP + 64MP ,5000,24999,25348
506,Realme,Realme P2 Pro 5G , P2 Pro 5G ,Parrot Green,12,256,True,Snapdragon,Snapdragon 7s Gen2 ,6.7 , 32MP ,50MP + 8MP ,5200,21999,4885
508,Samsung,Samsung Galaxy A55 5G , Galaxy A55 5G ,Awesome Iceblue,8,128,True,Exynos, Exynos 1480 ,6.6 , 32MP ,50MP + 12MP + 5MP ,5000,33999,986
510,Samsung,Samsung Galaxy A55 5G , Galaxy A55 5G ,Awesome Iceblue,12,256,True,Exynos, Exynos 1480 ,6.6 , 32MP ,50MP + 12MP + 5MP ,5000,45999,390
511,Samsung,Samsung Galaxy S25 Ultra 5G , Galaxy S25 Ultra 5G ,Titanium Whitesilver,12,256,True,Snapdragon,Snapdragon 8 Elite for Galaxy ,6.9 , 12MP ,200MP + 50MP + 50MP + 10MP ,5000,129999,540
512,Poco,Poco X7 5G , X7 5G ,Yellow,8,256,True,Mediatek,Mediatek Dimensity 7300 Ultra ,6.67 , 20MP ,50MP + 8MP + 2MP ,5500,23999,91608
513,Motorola,Motorola g45 5G , g45 5G ,Pink Lavender,8,128,True,Snapdragon,Snapdragon 6s Gen 3 ,6.5 , 16MP ,50MP + 2MP ,5000,11999,4015
514,Samsung,Samsung Galaxy A35 5G , Galaxy A35 5G ,Awesome Lilac,8,128,True,Exynos, Exynos 1380 ,6.6 , 13MP ,50MP + 8MP + 5MP ,5000,25999,4509
515,Realme,Realme C65 5G , C65 5G ,Speedy Red,4,128,True,Mediatek,Mediatek Dimensity 6300 ,6.67 , 8MP ,50MP Rear Camera ,5000,10601,2950
516,Redmi,Redmi A3 , A3 ,Lake Blue,3,64,False,Mediatek,Mediatek Helio G36 ,6.71 , 5MP ,8MP Rear Camera ,5000,6999,76920
517,Vivo,Vivo T2x 5G , T2x 5G ,Marine Blue,8,128,True,Mediatek,Mediatek Dimensity 6020 ,6.58 , 8MP ,50MP + 2MP ,5000,15999,186627
518,Vivo,Vivo T2x 5G , T2x 5G ,Marine Blue,4,128,True,Mediatek,Mediatek Dimensity 6020 ,6.58 , 8MP ,50MP + 2MP ,5000,12499,447811
519,Vivo,Vivo T2x 5G , T2x 5G ,Black Gladiator,6,128,True,Mediatek,Mediatek Dimensity 6020 ,6.58 , 8MP ,50MP + 2MP ,5000,12999,7570
520,Vivo,Vivo V30 5G , V30 5G ,Peacock Green,8,128,True,Snapdragon,Snapdragon 7 Gen 3 ,6.78 , 50MP ,50MP + 50MP ,5000,27790,130614
521,Poco,Poco M6 5G - Locked with Airtel Prepaid , M6 5G - Locked with Airtel Prepaid ,Polaris Green,4,128,True,Mediatek,Mediatek Dimensity 6100+ ,6.74 , 5MP ,50MP Rear Camera ,5000,8050,25452
522,Google,Google Pixel 7a , Pixel 7a ,Charcoal,8,128,False,Unisoc,Unisoc Tensor G2 ,6.1 , 13MP ,64MP (OIS) + 13MP ,4300,31999,89
523,Vivo,Vivo X200 5G , X200 5G ,Cosmos Black,16,512,True,Mediatek,Mediatek Dimensity 9400 ,6.67 , 32MP ,50MP + 50MP + 50MP ,5800,71999,796
524,Poco,Poco X7 Pro 5G , X7 Pro 5G ,Obsidian Black,12,256,True,Mediatek,Mediatek Dimensity D8400 Ultra ,6.67 , 20MP ,50MP + 8MP ,6550,29999,2021
526,Redmi,Redmi Note 13 Pro 5G , Note 13 Pro 5G ,Coral Purple,8,128,True,Snapdragon,Snapdragon 7s Gen 2 Mobile Platform 5G ,6.67 , 16MP ,200MP (OIS) + 8MP + 2MP ,5100,19999,209326
527,Samsung,Samsung Galaxy F13 , Galaxy F13 ,Sunrise Copper,4,64,False,Exynos,Exynos 850 ,6.6 , 8MP ,50MP + 5MP + 2MP ,6000,9999,0
528,Vivo,Vivo Y29 5G , Y29 5G ,Diamond Black,6,128,True,Mediatek,Mediatek Dimensity 6300 ,6.68 , 8MP ,50MP + 0.08MP ,5500,15499,88
529,Google,Google Pixel 9 Pro XL , Pixel 9 Pro XL ,Hazel,16,256,False,Unisoc,Unisoc Google Tensor G4 ,6.8 , 42MP ,50MP + 48MP + 48MP ,5060,124999,590
530,Realme,Realme P2 Pro 5G , P2 Pro 5G ,Parrot Green,12,256,True,Snapdragon,Snapdragon 7s Gen2 ,6.7 , 32MP ,50MP + 8MP ,5200,21999,4885
531,Infinix,Infinix Note 40 Pro 5G , Note 40 Pro 5G ,Racing Grey,8,256,True,Mediatek,Mediatek Dimensity 7020 ,6.78 , 32MP ,108MP (OIS) + 2MP + 2MP ,5000,19999,34289
533,Realme,Realme 13 Pro+ 5G , 13 Pro+ 5G ,Monet Gold,8,256,True,Snapdragon,Snapdragon 7s Gen2 ,6.7 , 32MP ,50MP + 8MP + 50MP ,5200,26999,9248
534,Realme,Realme 13 Pro+ 5G , 13 Pro+ 5G ,Monet Purple,8,256,True,Snapdragon,Snapdragon 7s Gen2 ,6.7 , 32MP ,50MP + 8MP + 50MP ,5200,26999,9248
535,Realme,Realme 13 Pro 5G , 13 Pro 5G ,Emerald Green,8,128,True,Snapdragon,Snapdragon 7s Gen2 ,6.7 , 32MP ,50MP + 8MP + 2MP ,5200,26999,5492
536,Realme,Realme 13 Pro 5G , 13 Pro 5G ,Monet Purple,12,512,True,Snapdragon,Snapdragon 7s Gen2 ,6.7 , 32MP ,50MP + 8MP + 2MP ,5200,31999,601
537,Oppo,Oppo Reno 12 Pro 5G , Reno 12 Pro 5G ,Space Brown,12,256,True,Mediatek,Mediatek Dimensity 7300 Energy ,6.7 , 50MP ,50MP + 8MP + 50MP ,5000,36999,4176
539,Redmi,Redmi Note 13 Pro 5G , Note 13 Pro 5G ,Coral Purple,8,128,True,Snapdragon,Snapdragon 7s Gen 2 Mobile Platform 5G ,6.67 , 16MP ,200MP (OIS) + 8MP + 2MP ,5100,19999,33371
540,Vivo,Vivo Y29 5G , Y29 5G ,Titanium Gold,8,128,True,Mediatek,Mediatek Dimensity 6300 ,6.68 , 8MP ,50MP + 0.08MP ,5500,16999,140
542,Realme,Realme 13+ 5G , 13+ 5G ,Dark Purple,8,256,True,Mediatek,Mediatek Dimensity 7300 Energy ,6.67 , 16MP ,50MP + 2MP ,5000,21499,1821
